[00:00:00.000 --> 00:00:00.360]   Música
[00:35:23.520 --> 00:35:25.300]   Existia
[00:35:25.300 --> 00:35:26.420]   Naquele contexto
[00:35:26.420 --> 00:35:27.380]   Em que os israelitas
[00:35:27.380 --> 00:35:28.220]   Eram atraídos
[00:35:28.220 --> 00:35:28.840]   Por uma religião
[00:35:28.840 --> 00:35:29.380]   Mais fácil
[00:35:29.380 --> 00:35:30.880]   Sem aquele código
[00:35:30.880 --> 00:35:31.400]   Moral
[00:35:31.400 --> 00:35:31.940]   E ético
[00:35:31.940 --> 00:35:33.120]   Que Deus tinha estabelecido
[00:35:33.120 --> 00:35:33.700]   Para eles
[00:35:33.700 --> 00:35:35.260]   E o quarto
[00:35:35.260 --> 00:35:37.640]   Era conveniente
[00:35:37.640 --> 00:35:38.860]   Como assim conveniente
[00:35:38.860 --> 00:35:41.500]   O sistema religioso
[00:35:41.500 --> 00:35:42.000]   Pagão
[00:35:42.000 --> 00:35:42.440]   Na atividade
[00:35:42.440 --> 00:35:43.500]   Funcionava quase que
[00:35:43.500 --> 00:35:44.140]   Como o outro
[00:35:44.140 --> 00:35:46.320]   Em franquias
[00:35:46.320 --> 00:35:48.360]   Tinha os lugares
[00:35:48.360 --> 00:35:49.180]   Específicos
[00:35:49.180 --> 00:35:49.960]   Lá da adoração
[00:35:49.960 --> 00:35:50.600]   Dos deuses
[00:35:50.600 --> 00:35:52.540]   Mas
[00:35:52.540 --> 00:35:53.940]   Você poderia adorar
[00:35:53.940 --> 00:35:54.480]   Aqueles deuses
[00:35:54.480 --> 00:35:55.460]   Em vários outros lugares
[00:35:55.460 --> 00:35:56.380]   Não tinha onde ir lá
[00:35:56.380 --> 00:35:58.200]   E o povo de Israel
[00:35:58.200 --> 00:35:59.160]   Foi muito influenciado
[00:35:59.160 --> 00:35:59.600]   Por isso
[00:35:59.600 --> 00:36:01.380]   Porque Deus exigia
[00:36:01.380 --> 00:36:02.120]   Que um culto fosse feito
[00:36:02.120 --> 00:36:02.620]   No tempo
[00:36:02.620 --> 00:36:04.240]   Tinha que ir lá
[00:36:04.240 --> 00:36:05.480]   Eles começaram a fazer
[00:36:05.480 --> 00:36:06.860]   Cultos no salmo
[00:36:06.860 --> 00:36:07.840]   Em outros lugares
[00:36:07.840 --> 00:36:08.220]   Por quê?
[00:36:08.220 --> 00:36:09.860]   Porque era mais conveniente
[00:36:09.860 --> 00:36:10.540]   Era mais fácil
[00:36:10.540 --> 00:36:11.200]   Você ter que ir dentro
[00:36:11.200 --> 00:36:12.660]   O pai ir lá para Jerusalém
[00:36:12.660 --> 00:36:13.020]   E tal
[00:36:13.020 --> 00:36:14.380]   Vamos durar aqui mesmo
[00:36:14.380 --> 00:36:15.580]   E esse é um problema
[00:36:15.580 --> 00:36:16.620]   Que era recorrente
[00:36:16.620 --> 00:36:17.960]   Entre o povo de Israel
[00:36:17.960 --> 00:36:19.420]   E é também um problema
[00:36:19.420 --> 00:36:20.200]   Que muitas vezes
[00:36:20.200 --> 00:36:21.560]   Nós vemos
[00:36:21.560 --> 00:36:23.900]   No nosso contexto
[00:36:23.900 --> 00:36:25.760]   As pessoas buscam a Deus
[00:36:25.760 --> 00:36:28.700]   Entendem a importância
[00:36:28.700 --> 00:36:29.900]   Mas não estão dispostos
[00:36:29.900 --> 00:36:31.240]   A se entregar
[00:36:31.240 --> 00:36:32.160]   Com a igreja
[00:36:32.160 --> 00:36:33.400]   Eu quero ir à igreja
[00:36:33.400 --> 00:36:34.220]   Eu quero fazer parte da igreja
[00:36:34.220 --> 00:36:35.400]   Mas dentro da minha convenência
[00:36:35.400 --> 00:36:36.520]   Ficou muito difícil
[00:36:36.520 --> 00:36:37.320]   Eu tiver que sacrificar
[00:36:37.320 --> 00:36:37.920]   Muito tempo
[00:36:37.920 --> 00:36:39.140]   Sacrificar muitas coisas
[00:36:39.140 --> 00:36:40.560]   Aí eu quero
[00:36:40.560 --> 00:36:41.420]   Entendeu?
[00:36:41.420 --> 00:36:42.520]   Essa ideia
[00:36:42.520 --> 00:36:44.960]   Isso é uma idolatria
[00:36:44.960 --> 00:36:46.540]   Essa preguiça
[00:36:46.540 --> 00:36:48.140]   Diante das coisas divinas
[00:36:48.140 --> 00:36:50.180]   É um pecado
[00:36:50.180 --> 00:36:51.780]   O catacismo maior
[00:36:51.780 --> 00:36:53.000]   Quando fala lá
[00:36:53.000 --> 00:36:54.320]   Dos pecados previdos
[00:36:54.320 --> 00:36:55.600]   Primeiro mandamento
[00:36:55.600 --> 00:36:57.280]   Fala que um dos pecados previdos
[00:36:57.280 --> 00:36:58.180]   É a tibieza
[00:36:58.180 --> 00:36:59.500]   E o amortecimento
[00:36:59.500 --> 00:37:00.120]   Das coisas divinas
[00:37:00.120 --> 00:37:01.100]   Essa preguiça
[00:37:01.100 --> 00:37:01.820]   Para as coisas divinas
[00:37:01.820 --> 00:37:03.040]   Quando a pessoa
[00:37:03.040 --> 00:37:03.500]   Quer adorar
[00:37:03.500 --> 00:37:04.260]   Só quando
[00:37:04.260 --> 00:37:05.520]   Dentro do conveniente
[00:37:05.520 --> 00:37:07.680]   Você não vai me atrapalhar muito
[00:37:07.680 --> 00:37:08.380]   Você não vai atrapalhar
[00:37:08.380 --> 00:37:09.080]   Minha semana
[00:37:09.080 --> 00:37:10.100]   Meu trabalho
[00:37:10.100 --> 00:37:10.700]   Minha família
[00:37:10.700 --> 00:37:10.980]   Então
[00:37:10.980 --> 00:37:12.020]   É beleza
[00:37:12.020 --> 00:37:13.560]   Mas você pode atrapalhar
[00:37:13.560 --> 00:37:15.360]   É uma idolatria
[00:37:15.360 --> 00:37:15.700]   São um dos pecados
[00:37:15.700 --> 00:37:17.100]   Quinto
[00:37:17.100 --> 00:37:17.560]   São seis
[00:37:17.560 --> 00:37:18.120]   Está acabando
[00:37:18.120 --> 00:37:20.500]   Era o normal
[00:37:20.500 --> 00:37:23.800]   Nós somos muito
[00:37:23.800 --> 00:37:25.320]   Assim como os alunos
[00:37:25.320 --> 00:37:25.940]   Somos muito
[00:37:25.940 --> 00:37:29.300]   Inclinados a essa tentação
[00:37:29.300 --> 00:37:31.880]   Apesar de serem
[00:37:31.880 --> 00:37:32.580]   Deuses diferentes
[00:37:32.580 --> 00:37:33.600]   Povos diferentes
[00:37:33.600 --> 00:37:34.820]   Até religiões diferentes
[00:37:34.820 --> 00:37:36.660]   Essa idolatria
[00:37:36.660 --> 00:37:37.440]   Adorar muito a Deus
[00:37:37.440 --> 00:37:38.180]   Era o mais comum
[00:37:38.180 --> 00:37:39.180]   Todo mundo fazia
[00:37:39.180 --> 00:37:40.980]   Porque nós não podemos também
[00:37:40.980 --> 00:37:42.200]   Adorar os deuses
[00:37:42.200 --> 00:37:43.900]   Era muito legal
[00:37:43.900 --> 00:37:44.740]   Eles conheciam um povo
[00:37:44.740 --> 00:37:45.400]   Gente boa
[00:37:45.400 --> 00:37:45.940]   Vizinho
[00:37:45.940 --> 00:37:47.120]   Aí misturavam
[00:37:47.120 --> 00:37:47.640]   Aí os filhos
[00:37:47.640 --> 00:37:48.440]   Cavavam com as filhas
[00:37:48.440 --> 00:37:49.120]   Era muito legal
[00:37:49.120 --> 00:37:50.280]   O povo de Israel
[00:37:50.280 --> 00:37:51.240]   Muitas vezes
[00:37:51.240 --> 00:37:52.000]   Queria fazer
[00:37:52.000 --> 00:37:53.140]   Exatamente
[00:37:53.140 --> 00:37:54.860]   A mesma coisa
[00:37:54.860 --> 00:37:56.320]   E por fim
[00:37:56.320 --> 00:37:56.940]   O sexto
[00:37:56.940 --> 00:37:58.380]   E cinco
[00:37:58.380 --> 00:37:59.460]   Isso eles eram muito
[00:37:59.460 --> 00:38:00.540]   Atrás
[00:38:00.540 --> 00:38:01.700]   Esse que está aqui embaixo
[00:38:01.700 --> 00:38:02.440]   Vocês conseguem ver
[00:38:02.440 --> 00:38:02.820]   Isso
[00:38:02.820 --> 00:38:06.200]   Era agradável
[00:38:06.200 --> 00:38:09.160]   Aos sentidos
[00:38:09.160 --> 00:38:11.660]   As religiões
[00:38:11.660 --> 00:38:12.620]   Antigas
[00:38:12.620 --> 00:38:15.500]   Eram repletos
[00:38:15.500 --> 00:38:16.720]   De festas
[00:38:16.720 --> 00:38:18.780]   De bebês
[00:38:18.780 --> 00:38:20.340]   Relacionamentos
[00:38:20.340 --> 00:38:21.120]   Sexuais
[00:38:21.120 --> 00:38:22.080]   Eu queria falar
[00:38:22.080 --> 00:38:22.420]   Até lá
[00:38:22.420 --> 00:38:23.400]   Dos prostitutos
[00:38:23.400 --> 00:38:24.600]   As prostitutas
[00:38:24.600 --> 00:38:26.380]   Pensa assim
[00:38:26.380 --> 00:38:26.960]   Por que o pessoal
[00:38:26.960 --> 00:38:27.880]   Iam atrás de um livro
[00:38:27.880 --> 00:38:28.700]   É óbvio que o pessoal
[00:38:28.700 --> 00:38:29.840]   Não está interessado
[00:38:29.840 --> 00:38:31.080]   Em barro
[00:38:31.080 --> 00:38:31.860]   Uma pedra
[00:38:31.860 --> 00:38:32.800]   Estavam atrás
[00:38:32.800 --> 00:38:33.360]   Da festa
[00:38:33.360 --> 00:38:34.340]   Do prazer
[00:38:34.340 --> 00:38:35.140]   É isso que eles gostavam
[00:38:35.140 --> 00:38:36.140]   Porque essas reuniões
[00:38:36.140 --> 00:38:37.880]   Religiosas de uma forma geral
[00:38:37.880 --> 00:38:38.320]   Eram muito
[00:38:38.320 --> 00:38:39.360]   Prazerosas
[00:38:39.360 --> 00:38:40.660]   Eram festivas
[00:38:40.660 --> 00:38:41.760]   Você vê quando o povo
[00:38:41.760 --> 00:38:42.420]   Peca ali
[00:38:42.420 --> 00:38:43.940]   Logo depois
[00:38:43.940 --> 00:38:44.500]   De Deus
[00:38:44.500 --> 00:38:45.480]   De as mandamentos
[00:38:45.480 --> 00:38:46.160]   Quando eles fazem
[00:38:46.160 --> 00:38:46.680]   O desejo de ouro
[00:38:46.680 --> 00:38:47.140]   O que que falam
[00:38:47.140 --> 00:38:47.900]   Que eles fizeram lá
[00:38:47.900 --> 00:38:49.040]   Uma das vezes
[00:38:49.040 --> 00:38:49.620]   Com o desejo de ouro
[00:38:49.620 --> 00:38:50.880]   Mas como que estavam
[00:38:50.880 --> 00:38:52.040]   Portados com aquele desejo
[00:38:52.040 --> 00:38:52.600]   Que eles gostavam
[00:38:52.600 --> 00:38:53.140]   Era na festa
[00:38:53.140 --> 00:38:53.680]   Porque eles estavam
[00:38:53.680 --> 00:38:54.420]   Postejando
[00:38:54.420 --> 00:38:55.020]   Pulando
[00:38:55.020 --> 00:38:56.540]   O pessoal vai atrás
[00:38:56.540 --> 00:38:57.360]   Daquilo que é
[00:38:57.360 --> 00:38:58.680]   Atraente
[00:38:58.680 --> 00:38:59.520]   Ao sentir
[00:38:59.520 --> 00:39:02.460]   E é muito evidente
[00:39:02.460 --> 00:39:03.400]   Esse tipo de pecado
[00:39:03.400 --> 00:39:03.780]   Também
[00:39:03.780 --> 00:39:04.920]   Nas nossas vidas
[00:39:04.920 --> 00:39:06.000]   Esse tipo de desejo
[00:39:06.000 --> 00:39:06.560]   Atração
[00:39:06.560 --> 00:39:07.540]   As pessoas muitas vezes
[00:39:07.540 --> 00:39:08.180]   Vão à igreja
[00:39:08.180 --> 00:39:10.160]   Atrás daquilo que é agradável
[00:39:10.160 --> 00:39:10.800]   Querem um povo
[00:39:10.800 --> 00:39:11.860]   Que seja mais agradável
[00:39:11.860 --> 00:39:13.320]   Nos seus sentidos
[00:39:13.320 --> 00:39:15.100]   Uma música mais legal
[00:39:15.100 --> 00:39:16.620]   As pessoas vão à igreja
[00:39:16.620 --> 00:39:18.400]   Porque é um povo legal
[00:39:18.400 --> 00:39:20.100]   Gente boa
[00:39:20.100 --> 00:39:21.420]   De sentir bem
[00:39:21.420 --> 00:39:23.140]   Tocar uma música boa
[00:39:23.140 --> 00:39:24.960]   Então assim
[00:39:24.960 --> 00:39:26.540]   É claro que essas coisas
[00:39:26.540 --> 00:39:27.940]   Não são em si erradas
[00:39:27.940 --> 00:39:28.400]   Não é errado
[00:39:28.400 --> 00:39:29.400]   O povo foi gente boa
[00:39:29.400 --> 00:39:29.860]   O povo foi legal
[00:39:29.860 --> 00:39:30.500]   O povo foi gostado
[00:39:30.500 --> 00:39:31.240]   Da igreja
[00:39:31.240 --> 00:39:32.120]   Gostado até da música
[00:39:32.120 --> 00:39:32.560]   Da igreja
[00:39:32.560 --> 00:39:33.440]   Tem gente que as vezes
[00:39:33.440 --> 00:39:34.400]   Parece que acha isso
[00:39:34.400 --> 00:39:35.560]   Que tem que ser ruim
[00:39:35.560 --> 00:39:37.300]   A música tem que ser chata
[00:39:37.300 --> 00:39:38.520]   Ruim
[00:39:38.520 --> 00:39:39.520]   Porque
[00:39:39.520 --> 00:39:41.060]   Para ver quem que realmente
[00:39:41.060 --> 00:39:41.480]   É fiel
[00:39:41.480 --> 00:39:42.820]   Para fazer o pior jeito possível
[00:39:42.820 --> 00:39:43.300]   Para ver o cara
[00:39:43.300 --> 00:39:44.040]   Que fica aqui
[00:39:44.040 --> 00:39:45.280]   Pregar duas horas
[00:39:45.280 --> 00:39:45.780]   Para ver quem
[00:39:45.780 --> 00:39:47.180]   Vai ficar até o final
[00:39:47.180 --> 00:39:48.740]   Para ver se está disposto
[00:39:48.740 --> 00:39:49.240]   A ser de Jesus
[00:39:49.240 --> 00:39:49.760]   E aí
[00:39:49.760 --> 00:39:51.380]   Não é isso
[00:39:51.380 --> 00:39:51.940]   Que eu estou querendo dizer
[00:39:51.940 --> 00:39:53.360]   Tem que ser uma coisa chata
[00:39:53.360 --> 00:39:55.500]   Deus ele se alegra também
[00:39:55.500 --> 00:39:56.120]   Com as festas
[00:39:56.120 --> 00:39:57.300]   Deus é um Deus de festejo
[00:39:57.300 --> 00:39:58.240]   Aquele tipo de festas
[00:39:58.240 --> 00:39:59.060]   Lá para o povo de Israel
[00:39:59.060 --> 00:39:59.720]   Além do perigo
[00:39:59.720 --> 00:40:01.400]   A questão está
[00:40:01.400 --> 00:40:02.300]   Na sua motivação
[00:40:02.300 --> 00:40:03.100]   Você vai
[00:40:03.100 --> 00:40:04.820]   A igreja
[00:40:04.820 --> 00:40:05.560]   Serviu ao Senhor
[00:40:05.560 --> 00:40:07.080]   O que que te motiva
[00:40:07.080 --> 00:40:07.720]   É a adoração
[00:40:07.720 --> 00:40:09.080]   É essas coisas
[00:40:09.080 --> 00:40:09.640]   Não tem problema
[00:40:09.640 --> 00:40:10.380]   Ter uma tia
[00:40:10.380 --> 00:40:11.580]   Convivência legal
[00:40:11.580 --> 00:40:12.780]   Lembro
[00:40:12.780 --> 00:40:14.620]   Quando eu tinha
[00:40:14.620 --> 00:40:16.280]   18, 19 anos
[00:40:16.280 --> 00:40:16.880]   Essa época lá
[00:40:16.880 --> 00:40:17.800]   Na primeira igreja
[00:40:17.800 --> 00:40:19.300]   A gente teve uma época
[00:40:19.300 --> 00:40:20.660]   Isso deve acontecer
[00:40:20.660 --> 00:40:22.240]   Também hoje
[00:40:22.240 --> 00:40:23.560]   Mas eu não tenho uma época
[00:40:23.560 --> 00:40:24.560]   Isso aconteceu sempre
[00:40:24.560 --> 00:40:25.720]   Era muito comum
[00:40:25.720 --> 00:40:26.940]   Depois dos corpos da noite
[00:40:26.940 --> 00:40:28.220]   Os jovens
[00:40:28.220 --> 00:40:30.100]   Sair para conversar
[00:40:30.100 --> 00:40:31.040]   Comer alguma coisa
[00:40:31.040 --> 00:40:32.380]   Era muito legal
[00:40:32.380 --> 00:40:33.400]   Não tem problema nenhum
[00:40:33.400 --> 00:40:35.320]   Mas me lembro de algumas vezes
[00:40:35.320 --> 00:40:35.840]   Eu pensei assim
[00:40:35.840 --> 00:40:36.040]   Nossa
[00:40:36.040 --> 00:40:37.860]   Estou mais interessado
[00:40:37.860 --> 00:40:38.380]   No que vai acontecer
[00:40:38.380 --> 00:40:39.020]   Depois do curso
[00:40:39.020 --> 00:40:40.140]   Que fica com o culto em si
[00:40:40.140 --> 00:40:42.720]   Esse é o pecado
[00:40:42.720 --> 00:40:43.000]   Agora
[00:40:43.000 --> 00:40:45.060]   Essa é a inversão
[00:40:45.060 --> 00:40:45.760]   Para você colocar
[00:40:45.760 --> 00:40:47.080]   As coisas
[00:40:47.080 --> 00:40:48.500]   Por fim
[00:40:48.500 --> 00:40:49.780]   Vamos chamar de volta
[00:40:49.780 --> 00:40:50.920]   Vamos voltar
[00:40:50.920 --> 00:40:52.060]   O
[00:40:52.060 --> 00:40:54.300]   O primeiro mandamento
[00:40:54.300 --> 00:40:57.180]   O que a gente vai colocar
[00:40:57.180 --> 00:40:57.980]   Fala assim
[00:40:57.980 --> 00:40:58.600]   Se volte
[00:40:58.600 --> 00:41:01.960]   Unicamente
[00:41:01.960 --> 00:41:02.820]   Ou exclusivamente
[00:41:02.820 --> 00:41:08.080]   Para Jesus
[00:41:08.080 --> 00:41:11.180]   E aqui tem uma proposta
[00:41:11.180 --> 00:41:12.060]   Que eu achei muito legal
[00:41:12.060 --> 00:41:14.400]   Que boa
[00:41:14.400 --> 00:41:16.360]   Ele vai mostrar lá
[00:41:16.360 --> 00:41:18.360]   Que todos os dez mandamentos
[00:41:18.360 --> 00:41:20.500]   São transformados
[00:41:20.500 --> 00:41:22.460]   Com a venda de Cristo
[00:41:22.460 --> 00:41:23.500]   Como assim
[00:41:23.500 --> 00:41:24.080]   São transformados
[00:41:24.080 --> 00:41:24.980]   Não no sentido
[00:41:24.980 --> 00:41:26.040]   Que eles não valem mais
[00:41:26.040 --> 00:41:26.860]   Para nós hoje
[00:41:26.860 --> 00:41:27.800]   A gente veio agora
[00:41:27.800 --> 00:41:28.080]   Ali
[00:41:28.080 --> 00:41:28.940]   Depois do passado
[00:41:28.940 --> 00:41:30.000]   Nós já vimos que isso
[00:41:30.000 --> 00:41:30.980]   É verdade
[00:41:30.980 --> 00:41:31.680]   Como falamos aqui
[00:41:31.680 --> 00:41:32.240]   Só das outras
[00:41:32.240 --> 00:41:33.640]   Em que sentido
[00:41:33.640 --> 00:41:34.480]   São transformados
[00:41:34.480 --> 00:41:36.280]   Ele até usa
[00:41:36.280 --> 00:41:36.860]   Um outro termo
[00:41:36.860 --> 00:41:37.440]   Depois ele fala
[00:41:37.440 --> 00:41:38.540]   São transformados
[00:41:38.540 --> 00:41:39.640]   O que é melhor
[00:41:39.640 --> 00:41:42.360]   Acontece uma transposição
[00:41:42.360 --> 00:41:45.220]   Eu solto a música
[00:41:45.220 --> 00:41:45.680]   E me ajudo
[00:41:45.680 --> 00:41:46.180]   Se eu estiver falando
[00:41:46.180 --> 00:41:46.720]   Uma coisa errada
[00:41:46.720 --> 00:41:47.800]   Transposição
[00:41:47.800 --> 00:41:49.380]   A transposição na música
[00:41:49.380 --> 00:41:50.780]   É quando a melodia
[00:41:50.780 --> 00:41:51.660]   Permanece a mesma
[00:41:51.660 --> 00:41:53.060]   E você muda
[00:41:53.060 --> 00:41:53.680]   O tom
[00:41:53.680 --> 00:41:54.620]   Muda uma oitava
[00:41:54.620 --> 00:41:55.820]   Isso é uma transposição
[00:41:55.820 --> 00:41:57.000]   O que mudou
[00:41:57.000 --> 00:41:57.640]   Com a venda de Cristo
[00:41:57.640 --> 00:41:58.480]   A melodia é a mesma
[00:41:58.480 --> 00:41:58.880]   O mandamento
[00:41:58.880 --> 00:41:59.700]   Permanece a mesma
[00:41:59.700 --> 00:42:00.660]   Só que é como
[00:42:00.660 --> 00:42:01.540]   Se fossem tocadas
[00:42:01.540 --> 00:42:02.400]   Agora em um tom
[00:42:02.400 --> 00:42:03.220]   Que a música
[00:42:03.220 --> 00:42:04.180]   Ele fica mais dela
[00:42:04.180 --> 00:42:05.060]   Mais atrás
[00:42:05.060 --> 00:42:06.100]   Muda o tom
[00:42:06.100 --> 00:42:07.140]   Não a melodia
[00:42:07.140 --> 00:42:09.260]   E nós vemos
[00:42:09.260 --> 00:42:09.620]   De fato
[00:42:09.620 --> 00:42:11.740]   Uma transformação
[00:42:11.740 --> 00:42:12.400]   Uma mudança
[00:42:12.400 --> 00:42:13.300]   Para a venda
[00:42:13.300 --> 00:42:14.600]   Do Senhor Jesus
[00:42:14.600 --> 00:42:15.580]   E o que muda
[00:42:15.580 --> 00:42:17.260]   Qual que foi
[00:42:17.260 --> 00:42:17.580]   Essa
[00:42:17.580 --> 00:42:18.720]   Que traz
[00:42:18.720 --> 00:42:19.640]   Essa transposição
[00:42:19.640 --> 00:42:20.580]   Do primeiro
[00:42:20.580 --> 00:42:21.020]   Mandamento
[00:42:21.020 --> 00:42:21.400]   Com a vida
[00:42:21.400 --> 00:42:21.860]   De Cristo
[00:42:21.860 --> 00:42:23.140]   E agora
[00:42:23.140 --> 00:42:24.480]   Nós adoramos
[00:42:24.480 --> 00:42:24.820]   O Espírito
[00:42:24.820 --> 00:42:25.020]   de Deus
[00:42:25.020 --> 00:42:26.820]   Em Jesus
[00:42:26.820 --> 00:42:28.480]   É só nele
[00:42:28.480 --> 00:42:30.000]   Nós adoramos
[00:42:30.000 --> 00:42:30.300]   A Deus
[00:42:30.300 --> 00:42:31.120]   Quando adoramos
[00:42:31.120 --> 00:42:32.160]   Jesus
[00:42:32.160 --> 00:42:33.160]   O autor
[00:42:33.160 --> 00:42:33.580]   Exeguiu
[00:42:33.580 --> 00:42:34.360]   No capítulo
[00:42:34.360 --> 00:42:35.420]   O primeiro capítulo
[00:42:35.420 --> 00:42:36.000]   Versículo 3
[00:42:36.000 --> 00:42:36.800]   A palavra de Jesus
[00:42:36.800 --> 00:42:37.900]   É o respeito
[00:42:37.900 --> 00:42:37.900]   É o respeito
[00:42:37.900 --> 00:42:39.260]   Da glória
[00:42:39.260 --> 00:42:39.880]   Do Padre
[00:42:39.880 --> 00:42:41.080]   A expressão
[00:42:41.080 --> 00:42:42.060]   Exata
[00:42:42.060 --> 00:42:42.380]   Do Senhor
[00:42:42.380 --> 00:42:44.340]   Jesus
[00:42:44.340 --> 00:42:45.040]   Por várias vezes
[00:42:45.040 --> 00:42:45.520]   No seu ministério
[00:42:45.520 --> 00:42:45.760]   Ele fala
[00:42:45.760 --> 00:42:46.180]   Se vocês
[00:42:46.180 --> 00:42:46.580]   Vêm a mim
[00:42:46.580 --> 00:42:47.420]   Vocês vêm a Pai
[00:42:47.420 --> 00:42:48.320]   Lá em João
[00:42:48.320 --> 00:42:49.520]   Capítulo 14
[00:42:49.520 --> 00:42:50.100]   Versículo 7
[00:42:50.100 --> 00:42:50.560]   Ele fala assim
[00:42:50.560 --> 00:42:52.060]   Se conhecesse a mim
[00:42:52.060 --> 00:42:53.960]   Você conhecesse a Pai
[00:42:53.960 --> 00:42:56.660]   Você conhece a mim
[00:42:56.660 --> 00:42:57.540]   Você conhece o Pai
[00:42:57.540 --> 00:42:59.060]   Se você me adora
[00:42:59.060 --> 00:43:00.480]   Você está adorando
[00:43:00.480 --> 00:43:01.480]   O Pai
[00:43:01.480 --> 00:43:02.940]   Nós adoramos
[00:43:02.940 --> 00:43:03.380]   A Deus
[00:43:03.380 --> 00:43:04.080]   Por geralmente
[00:43:04.080 --> 00:43:04.860]   Nós adoramos
[00:43:04.860 --> 00:43:05.820]   A Jesus
[00:43:05.820 --> 00:43:07.220]   Nós servimos
[00:43:07.220 --> 00:43:08.520]   A Deus
[00:43:08.520 --> 00:43:09.640]   Quando dobramos
[00:43:09.640 --> 00:43:10.240]   Nossos joelhos
[00:43:10.240 --> 00:43:10.760]   E reconhecemos
[00:43:10.760 --> 00:43:11.440]   Que Jesus
[00:43:11.440 --> 00:43:12.620]   É o nosso Senhor
[00:43:12.620 --> 00:43:13.240]   Essa foi
[00:43:13.240 --> 00:43:14.440]   A mudança
[00:43:14.440 --> 00:43:14.720]   Que
[00:43:14.720 --> 00:43:17.340]   Essa transposição
[00:43:17.340 --> 00:43:19.000]   É a proposta
[00:43:19.000 --> 00:43:19.520]   Que ele quer
[00:43:19.520 --> 00:43:21.160]   Irmãos
[00:43:21.160 --> 00:43:22.400]   Eu já vou partir
[00:43:22.400 --> 00:43:23.240]   Para a conclusão
[00:43:23.240 --> 00:43:24.820]   Um dia
[00:43:24.820 --> 00:43:25.500]   Hoje a gente já trouxe
[00:43:25.500 --> 00:43:26.040]   Sete minutos
[00:43:26.040 --> 00:43:26.480]   Não vai travar
[00:43:26.480 --> 00:43:27.000]   Sete minutos
[00:43:27.000 --> 00:43:28.080]   Depois eu não
[00:43:28.080 --> 00:43:28.420]   Dar tempo
[00:43:28.420 --> 00:43:29.720]   Para as perguntas
[00:43:29.720 --> 00:43:30.660]   Mas eu queria concluir
[00:43:30.660 --> 00:43:33.620]   Uma questão importante
[00:43:33.620 --> 00:43:34.220]   Que eu estava pensando
[00:43:34.220 --> 00:43:34.700]   Sobre este
[00:43:34.700 --> 00:43:35.960]   Primeiro evangelho
[00:43:35.960 --> 00:43:38.360]   Uma pergunta
[00:43:38.360 --> 00:43:38.860]   Por que
[00:43:38.860 --> 00:43:41.340]   Que os nossos corações
[00:43:41.340 --> 00:43:41.940]   São tão
[00:43:41.940 --> 00:43:43.140]   Propensos
[00:43:43.140 --> 00:43:43.700]   A idolatria
[00:43:43.700 --> 00:43:44.020]   Por que
[00:43:44.020 --> 00:43:45.680]   Não só os nossos
[00:43:45.680 --> 00:43:46.860]   Você vê isso na humanidade
[00:43:46.860 --> 00:43:47.600]   Por que a humanidade
[00:43:47.600 --> 00:43:48.500]   É tão marcada
[00:43:48.500 --> 00:43:49.960]   Se a idolatria
[00:43:49.960 --> 00:43:51.440]   Qual o Calvin fala
[00:43:51.440 --> 00:43:52.240]   É uma fábrica
[00:43:52.240 --> 00:43:53.280]   De ídolos
[00:43:53.280 --> 00:43:53.700]   Do coração
[00:43:53.700 --> 00:43:54.140]   De todos
[00:43:54.140 --> 00:43:56.840]   E tem dois autores
[00:43:56.840 --> 00:43:58.720]   Que tratam
[00:43:58.720 --> 00:43:59.480]   Sobre esse assunto
[00:43:59.480 --> 00:44:00.000]   De uma forma
[00:44:00.000 --> 00:44:00.300]   Que eu acho
[00:44:00.300 --> 00:44:01.080]   Muito aleatória
[00:44:01.080 --> 00:44:02.240]   Muito boa
[00:44:02.240 --> 00:44:03.480]   Até já faleceu
[00:44:03.480 --> 00:44:03.700]   Desse
[00:44:03.700 --> 00:44:04.480]   Mas volto para lá
[00:44:04.480 --> 00:44:05.800]   Eu já percebi
[00:44:05.800 --> 00:44:07.680]   Que no ministério
[00:44:07.680 --> 00:44:08.620]   Não tem problema
[00:44:08.620 --> 00:44:09.040]   Você repetir
[00:44:09.040 --> 00:44:09.400]   Algumas coisas
[00:44:09.400 --> 00:44:09.660]   Porque o pessoal
[00:44:09.660 --> 00:44:10.280]   Esquece
[00:44:10.280 --> 00:44:11.280]   Não lembra direito
[00:44:11.280 --> 00:44:11.840]   Então é importante
[00:44:11.840 --> 00:44:12.460]   Ainda mais
[00:44:12.460 --> 00:44:13.360]   Quando é uma coisa boa
[00:44:13.360 --> 00:44:14.240]   No ensinamento
[00:44:14.240 --> 00:44:14.660]   Dos outros
[00:44:14.660 --> 00:44:16.740]   Dois autores
[00:44:16.740 --> 00:44:17.180]   Quem são eles?
[00:44:17.180 --> 00:44:17.820]   Agostinho
[00:44:17.820 --> 00:44:20.040]   Aurelio Agostinho
[00:44:20.040 --> 00:44:20.980]   E o Blaise Pascoal
[00:44:20.980 --> 00:44:22.140]   Agostinho
[00:44:22.140 --> 00:44:25.620]   Ele vai falar
[00:44:25.620 --> 00:44:28.080]   Nós fomos criados
[00:44:28.080 --> 00:44:29.180]   Para adorar
[00:44:29.180 --> 00:44:31.360]   Exclusivamente a Deus
[00:44:31.360 --> 00:44:32.740]   E significa
